#,Name,Rating,Phone,Price,Categories,Address,DBA,BUILDING,STREET,BORO,ZIPCODE,OLD,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,Latitude,Longitude
,,,,,,"240 west 54th street manhattan, ny 10019",IGUANA RESTAURANT,240,WEST 54 STREET,Manhattan,10019.0,240 WEST 54 STREET Manhattan 10019,Mexican,3/21/23,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,9.0,A,3/21/23,12/4/23,40.7642239,-73.982965
,,,,,,"240 west 54th street manhattan, ny 10019",IGUANA RESTAURANT,240,WEST 54 STREET,Manhattan,10019.0,240 WEST 54 STREET Manhattan 10019,Mexican,3/21/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9.0,A,3/21/23,12/4/23,40.7642239,-73.982965
32.0,Xixa,4.5,17183888860.0,$$$,"Mexican, Tapas/Small Plates, Cocktail Bars","241 south 4th street, brooklyn, ny 11211",,,,,,,,,,,,,,,,,,
63.0,Tacombi,4.5,17185993496.0,$$,Mexican,"242 metropolitan avenue, brooklyn, ny 11211",,,,,,,,,,,,,,,,,,
86.0,Tacovision,4.0,16469211990.0,$$,"Tacos, Tapas/Small Plates, Cocktail Bars","244 east 53rd street, manhattan, ny 10004",,,,,,,,,,,,,,,,,,
43.0,Vida Verde,4.5,16466570565.0,$$,"Cocktail Bars, Mexican, Venues & Event Spaces","248 west 55th street, manhattan, ny 10019",,,,,,,,,,,,,,,,,,
,,,,,,"25 west houston street manhattan, ny 10012",BAR TULIX,25,WEST HOUSTON STREET,Manhattan,10012.0,25 WEST HOUSTON STREET Manhattan 10012,Mexican,1/24/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,19.0,B,1/24/23,12/4/23,40.7259248,-73.997904
,,,,,,"25 west houston street manhattan, ny 10012",BAR TULIX,25,WEST HOUSTON STREET,Manhattan,10012.0,25 WEST HOUSTON STREET Manhattan 10012,Mexican,1/24/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,19.0,B,1/24/23,12/4/23,40.7259248,-73.997904
,,,,,,"25 west houston street manhattan, ny 10012",BAR TULIX,25,WEST HOUSTON STREET,Manhattan,10012.0,25 WEST HOUSTON STREET Manhattan 10012,Mexican,1/24/23,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,19.0,B,1/24/23,12/4/23,40.7259248,-73.997904
136.0,Bar Tulix,4.0,12123347320.0,,"Mexican, Seafood","25 west houston street, manhattan, ny 10012",,,,,,,,,,,,,,,,,,
,,,,,,"251 east 52nd street manhattan, ny 10022",ROSA MEXICANO,251,EAST 52 STREET,Manhattan,10022.0,251 east 52 STREET Manhattan 10022,Mexican,7/13/23,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,13.0,A,7/13/23,12/4/23,40.7565905,-73.968691
,,,,,,"251 east 52nd street manhattan, ny 10022",ROSA MEXICANO,251,EAST 52 STREET,Manhattan,10022.0,251 east 52 STREET Manhattan 10022,Mexican,7/13/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13.0,A,7/13/23,12/4/23,40.7565905,-73.968691
,,,,,,"251 east 52nd street manhattan, ny 10022",ROSA MEXICANO,251,EAST 52 STREET,Manhattan,10022.0,251 east 52 STREET Manhattan 10022,Mexican,7/13/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13.0,A,7/13/23,12/4/23,40.7565905,-73.968691
,,,,,,"251 west 50 street manhattan, ny 10019",TOLOACHE MEXICAN BISTRO,251,WEST 50 STREET,Manhattan,10019.0,251 WEST 50 STREET Manhattan 10019,Mexican,3/29/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11.0,A,3/29/22,12/4/23,40.7618445,-73.985041
,,,,,,"251 west 50th street manhattan, ny 10019",TOLOACHE MEXICAN BISTRO,251,WEST 50 STREET,Manhattan,10019.0,251 WEST 50 STREET Manhattan 10019,Mexican,3/29/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,3/29/22,12/4/23,40.7618445,-73.985041
95.0,Toloache 50,4.0,12125811818.0,$$$,Mexican,"251 west 50th street, manhattan, ny 10012",,,,,,,,,,,,,,,,,,
139.0,Barrio Chino,4.0,12122286710.0,$$,"Mexican, Bars","253 broome st, manhattan, ny 10002",,,,,,,,,,,,,,,,,,
,,,,,,"253 broome street manhattan, ny 10002",BARRIO CHINO,253,BROOME STREET,Manhattan,10002.0,253 BROOME STREET Manhattan 10002,Mexican,3/8/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27.0,B,3/8/23,12/4/23,40.7180304,-73.989971
,,,,,,"253 broome street manhattan, ny 10002",BARRIO CHINO,253,BROOME STREET,Manhattan,10002.0,253 BROOME STREET Manhattan 10002,Mexican,9/8/22,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,0.0,A,9/8/22,12/4/23,40.7180304,-73.989971
,,,,,,"253 broome street manhattan, ny 10002",BARRIO CHINO,253,BROOME STREET,Manhattan,10002.0,253 BROOME STREET Manhattan 10002,Mexican,9/8/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,0.0,A,9/8/22,12/4/23,40.7180304,-73.989971
,,,,,,"253 broome street manhattan, ny 10002",BARRIO CHINO,253,BROOME STREET,Manhattan,10002.0,253 BROOME STREET Manhattan 10002,Mexican,3/8/23,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,27.0,B,3/8/23,12/4/23,40.7180304,-73.989971
,,,,,,"253 broome street manhattan, ny 10002",BARRIO CHINO,253,BROOME STREET,Manhattan,10002.0,253 BROOME STREET Manhattan 10002,Mexican,9/8/22,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,0.0,A,9/8/22,12/4/23,40.7180304,-73.989971
,,,,,,"253 broome street manhattan, ny 10002",BARRIO CHINO,253,BROOME STREET,Manhattan,10002.0,253 BROOME STREET Manhattan 10002,Mexican,3/8/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,27.0,B,3/8/23,12/4/23,40.7180304,-73.989971
,,,,,,"253 broome street manhattan, ny 10002",BARRIO CHINO,253,BROOME STREET,Manhattan,10002.0,253 BROOME STREET Manhattan 10002,Mexican,3/8/23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,27.0,B,3/8/23,12/4/23,40.7180304,-73.989971
,,,,,,"253 broome street manhattan, ny 10002",BARRIO CHINO,253,BROOME STREET,Manhattan,10002.0,253 BROOME STREET Manhattan 10002,Mexican,9/8/22,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,0.0,A,9/8/22,12/4/23,40.7180304,-73.989971
,,,,,,"253 broome street manhattan, ny 10002",BARRIO CHINO,253,BROOME STREET,Manhattan,10002.0,253 BROOME STREET Manhattan 10002,Mexican,3/8/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27.0,B,3/8/23,12/4/23,40.7180304,-73.989971
138.0,Tacombi,4.0,16469645984.0,$$,"Juice Bars & Smoothies, Tacos","255 bleecker street, manhattan, ny 10014",,,,,,,,,,,,,,,,,,
,,,,,,"259 vesey street manhattan, ny 10282",EL VEZ,259,VESEY STREET,Manhattan,10282.0,259 VESEY STREET Manhattan 10282,Mexican,9/30/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,9/30/22,12/4/23,40.7145494,-74.015702
,,,,,,"259 vesey street manhattan, ny 10282",EL VEZ,259,VESEY STREET,Manhattan,10282.0,259 VESEY STREET Manhattan 10282,Mexican,9/30/22,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,9.0,A,9/30/22,12/4/23,40.7145494,-74.015702
84.0,El Vez Burrito Bar,4.0,12122332500.0,$$,"Mexican, Salad, Breakfast & Brunch","259 vesey street, manhattan, ny 10282",,,,,,,,,,,,,,,,,,
,,,,,,"2672 broadway manhattan, ny 10025",STREET TACO,2672,BROADWAY,Manhattan,10025.0,2672 BROADWAY Manhattan 10025,Mexican,8/3/22,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,8/3/22,12/4/23,40.798256,-73.969141
,,,,,,"2672 broadway manhattan, ny 10025",STREET TACO,2672,BROADWAY,Manhattan,10025.0,2672 BROADWAY Manhattan 10025,Mexican,8/3/22,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,13.0,A,8/3/22,12/4/23,40.798256,-73.969141
,,,,,,"2672 broadway manhattan, ny 10025",STREET TACO,2672,BROADWAY,Manhattan,10025.0,2672 BROADWAY Manhattan 10025,Mexican,8/3/22,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,8/3/22,12/4/23,40.798256,-73.969141
94.0,Tortilleria Mexicana Los Hermanos,4.0,17184563422.0,$,Mexican,"271 starr street, brooklyn, ny 11237",,,,,,,,,,,,,,,,,,
,,,,,,"275 madison ave manhattan, ny 10016",SUMMER SALT,275,MADISON AVE,Manhattan,10016.0,275 MADISON AVE Manhattan 10016,Mexican,3/29/23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,13.0,A,3/29/23,12/4/23,40.7512545,-73.979868
,,,,,,"275 madison ave manhattan, ny 10016",SUMMER SALT,275,MADISON AVE,Manhattan,10016.0,275 MADISON AVE Manhattan 10016,Mexican,3/29/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,3/29/23,12/4/23,40.7512545,-73.979868
,,,,,,"2798 8 avenue manhattan, ny 10039",TULCIMEXICO RESTAURANT,2798,8 AVENUE,Manhattan,10039.0,2798 8 avenue Manhattan 10039,Mexican,11/22/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,11/22/22,12/4/23,40.825187,-73.940179
,,,,,,"2798 8th avenue manhattan, ny  10039",TULCIMEXICO RESTAURANT,2798,8 AVENUE,Manhattan,10039.0,2798 8 avenue Manhattan 10039,Mexican,11/22/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,11/22/22,12/4/23,40.825187,-73.940179
87.0,DORADO Tacos & Quesadillas,4.0,12126270900.0,$,"Mexican, Gluten-Free","28 east 12th street, manhattan, ny 10003",,,,,,,,,,,,,,,,,,
68.0,Claro,4.0,13477213126.0,$$,"Mexican, New Mexican Cuisine, Cocktail Bars","284 3rd avenue, brooklyn, ny 11215",,,,,,,,,,,,,,,,,,
,,,,,,"285 madison avenue manhattan, ny 10017",DOS TOROS TAQUERIA,285,MADISON AVENUE,Manhattan,10017.0,285 MADISON avenue Manhattan 10017,Mexican,4/29/22,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11.0,A,4/29/22,12/4/23,40.7517485,-73.980037
,,,,,,"285 madison avenue manhattan, ny 10017",DOS TOROS TAQUERIA,285,MADISON AVENUE,Manhattan,10017.0,285 MADISON avenue Manhattan 10017,Mexican,4/29/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11.0,A,4/29/22,12/4/23,40.7517485,-73.980037
,,,,,,"29 7th avenue south manhattan, ny 10014",LA LOTERIA,29,7 AVENUE SOUTH,Manhattan,10014.0,29 7 avenue SOUTH Manhattan 10014,Mexican,4/12/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,4/12/23,12/4/23,40.7308049,-74.004395
,,,,,,"29 7th avenue south manhattan, ny 10014",LA LOTERIA,29,7 AVENUE SOUTH,Manhattan,10014.0,29 7 avenue SOUTH Manhattan 10014,Mexican,4/12/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,4/12/23,12/4/23,40.7308049,-74.004395
,,,,,,"29 7th avenue south manhattan, ny 10014",LA LOTERIA,29,7 AVENUE SOUTH,Manhattan,10014.0,29 7 avenue SOUTH Manhattan 10014,Mexican,4/12/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12.0,A,4/12/23,12/4/23,40.7308049,-74.004395
7.0,Xolo,4.5,19292980032.0,,Mexican,"29 dunham place, brooklyn, ny 11249",,,,,,,,,,,,,,,,,,
,,,,,,"29 east 2nd street manhattan, ny 10003",ROSIE'S,29,EAST 2 STREET,Manhattan,10003.0,29 east 2 STREET Manhattan 10003,Mexican,4/3/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,10.0,A,4/3/23,12/4/23,40.7251641,-73.990944
,,,,,,"29 east 2nd street manhattan, ny 10003",ROSIE'S,29,EAST 2 STREET,Manhattan,10003.0,29 east 2 STREET Manhattan 10003,Mexican,4/3/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,4/3/23,12/4/23,40.7251641,-73.990944
135.0,Rosie's,4.0,12123350114.0,$$,Mexican,"29 east 2nd street, manhattan, ny 10003",,,,,,,,,,,,,,,,,,
,,,,,,"2911 broadway manhattan, ny 10025",DOS TOROS,2911,BROADWAY,Manhattan,10025.0,2911 BROADWAY Manhattan 10025,Mexican,7/19/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9.0,A,7/19/23,12/4/23,40.8064452,-73.965048
,,,,,,"2911 broadway manhattan, ny 10025",DOS TOROS,2911,BROADWAY,Manhattan,10025.0,2911 BROADWAY Manhattan 10025,Mexican,7/19/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9.0,A,7/19/23,12/4/23,40.8064452,-73.965048
,,,,,,"299 bowery manhattan, ny 10003",IXTA,299,BOWERY,Manhattan,10003.0,299 BOWERY Manhattan 10003,Mexican,4/16/23,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12.0,A,4/16/23,12/4/23,40.7246812,-73.992391
,,,,,,"299 bowery manhattan, ny 10003",IXTA,299,BOWERY,Manhattan,10003.0,299 BOWERY Manhattan 10003,Mexican,4/16/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,4/16/23,12/4/23,40.7246812,-73.992391
,,,,,,"30 east 23rd street manhattan, ny 10010",SUMMER SALT,30,EAST 23 STREET,Manhattan,10010.0,30 east 23 STREET Manhattan 10010,Mexican,10/18/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,10/18/23,12/4/23,40.7406992,-73.987615
,,,,,,"30 east 23rd street manhattan, ny 10010",SUMMER SALT,30,EAST 23 STREET,Manhattan,10010.0,30 east 23 STREET Manhattan 10010,Mexican,10/18/23,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,7.0,A,10/18/23,12/4/23,40.7406992,-73.987615
108.0,Summer Salt,4.5,12122090648.0,,"Tacos, New Mexican Cuisine","30 east 23rd street, manhattan, ny 10010",,,,,,,,,,,,,,,,,,
93.0,Javelina,5.0,19177812224.0,,"Mexican, Salad, Steakhouses","30 vandam street, manhattan, ny 10013",,,,,,,,,,,,,,,,,,
83.0,Anejo Tribeca,4.0,12129206270.0,$$,"Mexican, Tapas/Small Plates, Tapas Bars","301 church street, manhattan, ny 10013",,,,,,,,,,,,,,,,,,
,,,,,,"301 south end avenue manhattan, ny 10280","TREADWELL PARK , BLACK HOUND",301,SOUTH END AVENUE,Manhattan,10280.0,301 SOUTH END avenue Manhattan 10280,Mexican,1/20/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,1/20/23,12/4/23,40.7102263,-74.016333
,,,,,,"304 east 6th street manhattan, ny 10003",MAYAHUEL,304,EAST 6 STREET,Manhattan,10003.0,304 east 6 STREET Manhattan 10003,Mexican,8/3/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,8/3/22,12/4/23,40.7272087,-73.988119
126.0,Mayamezcal,4.0,12122535888.0,$$,"Mexican, Cocktail Bars","304 east 6th street, manhattan, ny 10003",,,,,,,,,,,,,,,,,,
41.0,Bar San Miguel,4.5,17185763852.0,$$,"Mexican, Cocktail Bars, Venues & Event Spaces","307 smith street, manhattan, ny 11231",,,,,,,,,,,,,,,,,,
,,,,,,"31 walker street manhattan, ny 10013",ANEJO TRIBECA,31,WALKER STREET,Manhattan,10013.0,31 WALKER STREET Manhattan 10013,Mexican,7/7/22,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,7/7/22,12/4/23,40.7192989,-74.00404
,,,,,,"31 walker street manhattan, ny 10013",ANEJO TRIBECA,31,WALKER STREET,Manhattan,10013.0,31 WALKER STREET Manhattan 10013,Mexican,7/7/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,7/7/22,12/4/23,40.7192989,-74.00404
,,,,,,"31 walker street manhattan, ny 10013",ANEJO TRIBECA,31,WALKER STREET,Manhattan,10013.0,31 WALKER STREET Manhattan 10013,Mexican,7/7/22,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,13.0,A,7/7/22,12/4/23,40.7192989,-74.00404
,,,,,,"31 west 52 street manhattan, ny 10019",AZULE CANTINA,31,WEST 52 STREET,Manhattan,10019.0,31 WEST 52 STREET Manhattan 10019,Mexican,7/26/22,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,7/26/22,12/4/23,40.7604847,-73.977937
,,,,,,"31 west 52nd street manhattan, ny 10019",AZULE CANTINA,31,WEST 52 STREET,Manhattan,10019.0,31 WEST 52 STREET Manhattan 10019,Mexican,7/26/22,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,7/26/22,12/4/23,40.7604847,-73.977937
,,,,,,"31 west 52nd street manhattan, ny 10019",AZULE CANTINA,31,WEST 52 STREET,Manhattan,10019.0,31 WEST 52 STREET Manhattan 10019,Mexican,7/26/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,7/26/22,12/4/23,40.7604847,-73.977937
123.0,The Taco Bar,4.5,,,"New Mexican Cuisine, Tacos, Cocktail Bars","312 tompkins avenue, manhattan, ny 11216",,,,,,,,,,,,,,,,,,
,,,,,,"316 east 86th street manhattan, ny 10028",MAZ MEZCAL,316,EAST 86 STREET,Manhattan,10028.0,316 east 86 STREET Manhattan 10028,Mexican,3/10/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,3/10/22,12/4/23,40.7775955,-73.951122
,,,,,,"316 east 86th street manhattan, ny 10028",MAZ MEZCAL,316,EAST 86 STREET,Manhattan,10028.0,316 east 86 STREET Manhattan 10028,Mexican,3/10/22,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,3/10/22,12/4/23,40.7775955,-73.951122
111.0,Guevara's,4.5,,,"Vegan, Coffee & Tea, Mexican","319 kent avenue, manhattan, ny 11249",,,,,,,,,,,,,,,,,,
118.0,Super Burrito,4.0,13475990533.0,,Tacos,"320 bedford avenue, brooklyn, ny 11249",,,,,,,,,,,,,,,,,,
,,,,,,"325 east 34th street manhattan, ny 10016",EL PARADOR CAFE,325,EAST 34 STREET,Manhattan,10016.0,325 east 34 STREET Manhattan 10016,Mexican,3/30/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,16.0,B,3/30/23,12/4/23,40.7443476,-73.974846
,,,,,,"325 east 34th street manhattan, ny 10016",EL PARADOR CAFE,325,EAST 34 STREET,Manhattan,10016.0,325 east 34 STREET Manhattan 10016,Mexican,3/30/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,16.0,B,3/30/23,12/4/23,40.7443476,-73.974846
,,,,,,"325 east 34th street manhattan, ny 10016",EL PARADOR CAFE,325,EAST 34 STREET,Manhattan,10016.0,325 east 34 STREET Manhattan 10016,Mexican,3/30/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,16.0,B,3/30/23,12/4/23,40.7443476,-73.974846
137.0,El Parador Cafe,4.0,12126796812.0,$$$,"Mexican, Venues & Event Spaces, Cocktail Bars","325 east 34th street, manhattan, ny 10016",,,,,,,,,,,,,,,,,,
,,,,,,"329 lenox avenue manhattan, ny 10027",CANTINA TAQUERIA & TEQUILA BAR,329,LENOX AVENUE,Manhattan,10027.0,329 LENOX avenue Manhattan 10027,Mexican,1/12/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,21.0,B,1/12/23,12/4/23,40.8087565,-73.944778
,,,,,,"329 lenox avenue manhattan, ny 10027",CANTINA TAQUERIA & TEQUILA BAR,329,LENOX AVENUE,Manhattan,10027.0,329 LENOX avenue Manhattan 10027,Mexican,1/12/23,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,21.0,B,1/12/23,12/4/23,40.8087565,-73.944778
,,,,,,"329 lenox avenue manhattan, ny 10027",CANTINA TAQUERIA & TEQUILA BAR,329,LENOX AVENUE,Manhattan,10027.0,329 LENOX avenue Manhattan 10027,Mexican,1/12/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,21.0,B,1/12/23,12/4/23,40.8087565,-73.944778
,,,,,,"329 lenox avenue manhattan, ny 10027",CANTINA TAQUERIA & TEQUILA BAR,329,LENOX AVENUE,Manhattan,10027.0,329 LENOX avenue Manhattan 10027,Mexican,1/12/23,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21.0,B,1/12/23,12/4/23,40.8087565,-73.944778
,,,,,,"329 lenox avenue manhattan, ny 10027",CANTINA TAQUERIA & TEQUILA BAR,329,LENOX AVENUE,Manhattan,10027.0,329 LENOX avenue Manhattan 10027,Mexican,1/12/23,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,21.0,B,1/12/23,12/4/23,40.8087565,-73.944778
,,,,,,"329 lenox avenue manhattan, ny 10027",CANTINA TAQUERIA & TEQUILA BAR,329,LENOX AVENUE,Manhattan,10027.0,329 LENOX avenue Manhattan 10027,Mexican,1/12/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,21.0,B,1/12/23,12/4/23,40.8087565,-73.944778
